English: Is that your dog that's just wandered in over there? = French:	Est-ce que c'est votre chien qui vient de rentrer par là ?	C'est votre chien qui est juste entré par là?
English: You can always change your mind! = French:	Vous pourrez toujours changer d'avis !	Vous pouvez toujours changer d'avis! = German: Du kannst immer deine Meinung ändern! = Spanish: Puedes cambiar de opinión siempre que quieras! = Italian: Puoi cambiare di idea quando vuoi! = Portuguese: Você pode mudar de ideia sempre que quiser! = Dutch: U kunt uw mening altijd wijzigen! = Swedish: Du kan alltid ändra din mening! = Finnish: Oletuksena voit vaihtaa ääniä! = Greek: Μπορείτε να αλλάξετε την επιλογή σας πάντα! = Turkish: Siz değiştirmek istediğiniz zaman değiştirebilirsiniz! = Chinese: 你可以随时改变主意！ = Japanese: 君の考えを変えることができる！ = Korean: 당신은 언제나 당신의 마음을 바꿀 수 있습니다！ = Vietnamese: Bạn có thể thay đổi ý kiến của bạn bất cứ lúc nào! = Russian: Вы можете всегда менять своё мышление! = Slovak: Môžete sa zmeniť všetko, čo chcete! = Slovenian: Možete spremeniti svojo mišljenje! = Albanian: Dëshironi mund të ndryshoni opininë në çdo kohë! = Romanian: Puteți schimba opinia întotdeauna! = Hungarian: Mindenki szabadon megváltoztatni a saját magát! = Bulgarian: Вы можете всегда менять своё мышление! = Croatian: Možete promijeniti svoju mišljenje svakih vrijeme! = Serbo-Croatian: Možete promijeniti svoju mišljenje svakih vrijeme! = Slovak: Môžete sa zmeniť všetko, čo chcete! = Czech: Můžete si vždy změnit svůj názor! = Turkish: Siz değiştirmek istediğiniz zaman değiştirebilirsiniz! = Ukrainian: Можете завжди змінювати своє міс
English: Let's try going back the way we came = French:	Essayons de revenir par là où on est arrivés.	Essayons de revenir par où nous sommes venus)
English: Are you sure? = French:	Vous en êtes sûr ?	Êtes-vous sûr? = German: Bist Du sicher? = Spanish: ¿Estás seguro? = Swedish: Är du säker? = Dutch: Weet je zeker? = Norwegian: Er du sikker? = Finnish: Oletko varma? = Czech: Jste si jistý? = Slovak: Jste si jistý? = Hungarian: Biztosan? = Romanian: Ești sigur? = Bulgarian: Если да, то? = Serbo-Croatian: Da li ste sigurni? = Slovenian: Jeste li sigurni? = Albanian: Jeni sigur? = Macedonian: Jste sigurni? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish: Emin misiniz? = Turkish:
English: you hired us to do a job = French:	Vous nous avez embauchés pour faire un travail.	vous nous avez embauché pour faire un travail)
English: Do you mean dish? = French:	Tu veux dire un plat ?	Est-ce que vous voulez dire assiette? = German: Möchten Sie meinen, dass Sie das Essen haben wollen? = Spanish: ¿Quiere decir que quiere la comida? = Swedish: Vill du betala för att ta på? = Dutch: Bedoel je dat je het eten wil? = Norwegian: Vil du betale for å ta på? = Finnish: Haluatko maksamaan, että haluat menevä? = Hungarian: Szeretnéd, hogy a menet? = Czech: Chcete, aby jste se zajišťovali? = Slovak: Chcete, aby ste se zajišťovali? = Slovenian: Želite, da si se zajedno? = Romanian: Vrei, ca vrei să te joci? = Albanian: Dëshiron të kërkojë? = Serbo-Croatian: Želite li da se zajedno? = Slovak: Chcete, aby ste se zajišťovali? = Slovenian: Želite, da si se zajedno? = Romanian: Vrei, ca vrei să te joci? = Albanian: Dëshiron të kërkojë? = Serbo-Croatian: Želite li da se zajedno? = Slovak: Chcete, aby ste se zajišťovali? = Slovenian: Želite, da si se zajedno? = Romanian: Vrei, ca vrei să te joci? = Albanian: Dëshiron të kërkojë? = Serbo-Croatian: Želite li da se zajedno? = Slovak: Chcete, aby ste se zajišťovali? = Slovenian: Želite, da si se zajedno? = Romanian: Vrei, ca vrei să te joci? = Albanian: Dëshiron të kërkojë? = Serbo-Croatian: Želite li da se zajedno? = Slovak: Chcete, aby ste se zajišťovali? = Slovenian: Želite, da si se zajedno? = Romanian: Vrei, ca vrei să te joci? = Albanian: Dëshiron të kërkojë?
English: Good luck and do come and visit me again soon. = French:	Bonne chance et revenez me rendre visite bientôt.	Bon courage et reviens me voir bientôt. = German: Glückwunsch und komm bald wieder. = Spanish: Suerte y ven a verme pronto. = Italian: Buon fortuna e torna a visitare me presto. = Portuguese: Boa sorte e volte a visitar-me em breve. = Russian: Пожалуйста, и приходите в меня вскоре. = Chinese: 祝你幸福，并尽快回来。 = Japanese: 幸福を祝う，と早く帰ってください。 = Korean: 축하해요, 그리고 확실히 다시 오세요. = Vietnamese: Chúc mừng và sớm trở lại thăm tôi. = Arabic: مبارك و يرجى العودة لي بسرعة. = Hebrew: חיים וברכות והוא תודה וברוך שוב. = Greek: Ευτυχία και επιστρέψτε μαζί μου γρήγορα. = Hungarian: Értesítés és kérlek, visszatérjük. = Slovak: Dobrodošli a nás, ať sa vráťte. = Slovenian: Dobrodošli in obratite se. = Turkish: Sürpriz ve daha sürprizli olsun. = Ukrainian: Поздравления и попросите, чтобы вы были снова. = Vietnamese: Chúc mừng và sớm trở lại thăm tôi. = Chinese: 祝你幸福，并尽快回来。 = Japanese: 幸福を祝う，と早く帰ってください。 = Korean: 축하해요, 그리고 확실히 다시 오세요. = Vietnamese: Chúc mừng và sớm trở lại thăm tôi. = Arabic: مبارك و يرجى العودة لي بسرعة. = Hebrew: חיים וברכות והוא תודה וברוך שוב. = Greek: Ευτυχία και επιστρέψτε μαζί μου γρήγορα. = Hungarian: Értesítés és kérlek, visszatérjük. = Slovak: Dobrodošli a nás, ať sa vráťte. =
English: And those kids keep splashing me! = French:	Et ces enfants passent leur temps à m'arroser !	Et ces enfants n'arrêtent pas de me mouiller!
English: I know, but who's fault is that? = French:	Je sais, mais à qui la faute ?	Je sais, mais qui est responsable de cela?)
English: The funny thing is I have no idea where I am now. = French:	Ce qui est amusant, c'est que je n'ai aucune idée de là où je suis maintenant.	La chose drôle est que je ne sais pas où je suis maintenant. = German: Das lustige Ding ist, dass ich jetzt nicht weiß wo ich bin. = Spanish: Lo divertido es que no sé dónde estoy ahora. = Italian: La cosa divertente è che non so dove sono adesso. = Portuguese: A coisa engraçada é que eu não sei onde estou agora. = Swedish: Den lustiga saker är att jag inte vet var jag är nu. = Dutch: Het liefde is dat ik weet niet waar ik nu ben. = Finnish: Tuntematon on, miten se on nyt. = Hungarian: A szépen nem tudom, hova van. = Slovak: Nevidim, kde sa tam. = Czech: Nevidím, kde se tam. = Slovenian: Nevidim, kje se tam. = Romanian: Nu am nici o ideea unde am ajungat acum. = Lithuanian: Nepavyko rasti, kuriuo metu. = Latvian: Neatpazīts, kurā ir. = Slovak: Nevidím, kde sa tam. = Albanian: Nuk mund të gjini, kur nuk është. = Macedonian: Ne znam, gde se tam. = Bulgarian: Не знам, где се там. = Serbo-Croatian: Ne znam, gde se tam. = Slovak: Nevidím, kde sa tam. = Ukrainian: Не знам, где се там. = Kazakh: Не знам, где се там. = Kyrgyz: Не знам, где се там. = Tajik: Не знам, где се там. = Kazakh: Не знам, где се там. = Kyrgyz: Не знам, где се там. = Tajik: Не знам, где се там. = Kazakh: Не знам, где се там. = Kyrgyz: Не знам, где се там. = Tajik: Не знам, где се там. = Kazakh: Не знам, где се там. = Kyrgyz: Не знам, где се там. = Tajik: Не знам, где се там. = Kazakh: Не знам, где се там. = Kyrgyz: Не
English: Good night. = French:	Bonne nuit.	Bonsoir. = German: Guten Abend. = Spanish: Buenas noches. = Italian: Buona notte. = Portuguese: Boa noite. = Arabic: Shukran. = Hebrew: Shalom. = Greek: Kalimera. = Russian: Пока. = Chinese: 晚安. = Japanese: Konbanwa. = Korean: 안녕하세요. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Cambodian: សូម​ស្វាគោ. = Burmese: မင်္ဂလား. = Kazakh: Қаламдар. = Kyrgyz: Жаламдар. = Mongolian: Монгол хүрэл. = Persian: سلام. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัสดี. = Vietnamese: Chúc ngủ ngon. = Tagalog: Mahal kita. = Thai: สวัส
English: I do like a good cake. = French:	C'est vrai que j'aime bien les bons gâteaux.	Je suis un bon gâteau. = Spanish: Soy un buen pastel. = German: Ich bin ein guter Kuchen. = Italian: Io sono un buon piatto. = Dutch: Ik ben een goed koekje. = Swedish: Jag är en bra kake. = Norwegian: Jeg er en god kuchen. = Finnish: Minä on hyvä kuukausi. = Hungarian: Magyarok egy jó kürtös. = Romanian: Am un bon căsătorie. = Bulgarian: Я - добър кукушка. = Serbo-Croatian: Ja sam dobro kuća. = Slovak: Ja som dobrý kučiak. = Slovenian: Ja sam dobro kučak. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas. = Estonian: Jä - õige kuuk. = Lithuanian: Jau - geras kūkas. = Latvian: Jau - geras kučas
English: wow! = French:	Ouah !	waouh! = German: Wau! = Spanish: ¡Guau! = Italian: Wau! = Dutch: Waar! = Swedish: Woa! = Norwegian: Woa! = Finnish: Woa! = Hungarian: Woa! = Romanian: Woa! = Turkish: Woa! = Greek: Woa! = Russian: Woa! = Serbo-Croatian: Woa! = Slovak: Woa! = Czech: Woa! = Slovenian: Woa! = Bulgarian: Woa! = Lithuanian: Woa! = Latvian: Woa! = Macedonian: Woa! = Albanian: Woa! = Serbo-Croatian: Woa! = Slovene: Woa! = Croatian: Woa! = Bosnian: Woa! = Albanian: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turkish: Woa! = Turk
English: That's fair. = French:	C'est juste.	C'est juste. = German: Das ist recht. = Spanish: Es justo. = Italian: È giusto. = Portuguese: É justo. = Swedish: Det är rätt. = Dutch: Het is recht. = Norwegian: Det er rett. = Danish: Det er rett. = Finnish: Onneksi. = Greek: Οκτώ. = Hungarian: Helyes. = Romanian: Este just. = Slovak: Je to pravda. = Czech: Je to pravda. = Slovenian: To je pravda. = Albanian: E drejta. = Serbo-Croatian: To je pravda. = Turkish: Gerçek. = Bulgarian: То е правда. = Macedonian: То е правда. = Romanian: Este just. = Slovak: Je to pravda. = Czech: Je to pravda. = Slovenian: To je pravda. = Albanian: E drejta. = Serbo-Croatian: To je pravda. = Turkish: Gerçek. = Bulgarian: То е правда. = Macedonian: То е правда. = Romanian: Este just. = Slovak: Je to pravda. = Czech: Je to pravda. = Slovenian: To je pravda. = Albanian: E drejta. = Serbo-Croatian: To je pravda. = Turkish: Gerçek. = Bulgarian: То е правда. = Macedonian: То е правда. = Romanian: Este just. = Slovak: Je to pravda. = Czech: Je to pravda. = Slovenian: To je pravda. = Albanian: E drejta. = Serbo-Croatian: To je pravda. = Turkish: Gerçek. = Bulgarian: То е правда. = Macedonian: То е правда. = Romanian: Este just. = Slovak: Je to pravda. = Czech: Je to pravda. = Slovenian: To je pravda. = Albanian: E drejta. = Serbo-Croatian: To je pravda. = Turkish: Gerçek. = Bulgarian: То е правда. = Macedonian: То е правда. = Romanian: Este just. = Slovak: Je to pravda. = Czech: Je to pr
English: the new socio-economic category: first the white collar workers, then the blue collar workers, now the green collars = French:	La nouvelle catégorie socio-économique : d'abord les travailleurs cols blancs, ensuite les travailleurs cols bleus et maintenant les cols verts.	les nouveaux travailleurs de la société: d'abord les cols blancs, puis les cols bleus, maintenant les cols verts]. The term was coined by the French sociologist Michel Serres in his book Le Contrat naturel (1992). The term is used to describe the new class of people who work in the environmental sector, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green economy, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the new class of people who work in the green jobs, and who are concerned with the environment. The term is also used to describe the
